-0.5,0,-0.5,3.14,-1.57,0
-0.40000000000000002,-0.032044350355958574,-0.5,3.14,-1.57,0.0
-0.36929231343451163,-0.043562562690240655,-0.5,3.14,-1.57,0.0
-0.21929231343451164,0.0059424007913813984,-0.5,3.14,-1.57,0.0
-0.5,0,-0.5,3.14,-1.57,-0.78000000000000003
-0.50390358343621355,-0.0056733659418434215,-0.5,3.14,-1.57,0.0
-0.5,0,-0.5,3.14,-1.57,-0.78000000000000003
-0.34999999999999998,-0.14999999999999999,-0.5,3.14,-1.57,0.0
-0.5,0,-0.5,3.14,-1.57,-0.78000000000000003
-0.34999999999999998,-0.14999999999999999,-0.5,3.14,-1.57,0.0
-0.19999999999999998,-0.29999999999999999,-0.5,3.14,-1.57,0.0
-0.15354467071519645,-0.44999999999999996,-0.5,3.14,-1.57,0.0
